614,2014-09-19 07:35:54.593013+00,2014-09-25 21:32:48.929078+00,t,f,"","",9780007494439
627,2014-12-01 22:03:31.671582+00,2014-12-20 20:53:42.685852+00,t,t,"","",9781847087027
582,2014-05-19 21:51:12.247711+00,2014-12-31 23:46:02.192046+00,t,t,"","",9781847674289
477,2013-08-12 02:22:24.20283+00,2013-08-27 01:52:16.26093+00,t,f,"","",9780575073210
478,2011-12-25 04:00:22.706133+00,2011-12-29 23:05:38.961975+00,t,f,"","",9780571248889
479,2011-12-01 22:13:43.047441+00,2012-01-26 03:33:13.59459+00,t,f,"","",9780571241026
480,2012-12-05 04:33:10.922593+00,2012-12-05 04:33:17.716322+00,t,f,"","",9780553817195
481,2012-11-26 01:00:00.823881+00,2012-11-29 17:31:59.242887+00,t,f,"","",9780553815535
482,2011-11-27 22:13:28.938054+00,2011-11-30 22:13:33.57754+00,t,f,"","",9780446618717
483,2012-06-21 11:53:53.421077+00,2012-06-21 11:54:01.644838+00,t,f,"","",9780441016716
484,2013-04-14 00:30:02.50028+00,2013-04-14 00:40:01.17626+00,t,f,"","",9780441014989
485,2012-06-08 12:50:01.080153+00,2012-06-10 04:00:01.275913+00,t,f,"","",9780441013654
450,2013-03-24 17:06:00.01918+00,2013-03-30 04:51:14.8393+00,t,f,"","",9780930330453
490,2013-08-12 12:06:51.44926+00,2013-09-11 13:15:51.44926+00,t,f,"","",9780385610674
491,2012-12-07 03:06:43.78102+00,2012-12-09 20:04:58.930947+00,t,f,"","",9780385608862
646,2015-03-04 22:40:41.940439+00,2015-03-04 22:40:46.715955+00,t,f,audio,format-shifted,9780752881676
641,2015-02-11 23:00:53.566468+00,2015-02-13 22:57:37.921522+00,t,f,ebook,no,9780374292089
660,2015-05-12 11:27:48.320823+00,2015-05-20 07:38:34.861377+00,t,f,ebook,no,9780679740391
656,2015-04-12 21:21:22.687716+00,2015-04-12 21:21:26.138885+00,t,f,audio,format-shifted,9780575076945
611,2014-09-09 21:43:42.60775+00,2015-09-05 21:09:53.719487+00,t,f,ebook,no,9780745644042
492,2013-04-21 22:11:22.47632+00,2013-04-21 22:11:45.18889+00,t,f,"","",9780340995747
493,2012-04-03 14:31:33.234396+00,2012-06-08 02:20:01.795556+00,t,f,"","",9780340995631
494,2011-07-15 12:13:31.39223+00,2011-07-19 03:22:20.734414+00,t,f,"","",9780340962725
495,2013-02-27 05:40:02.12397+00,2013-03-06 01:40:02.70438+00,t,f,"","",9780340952764
496,2011-08-01 10:55:51.412664+00,2011-08-07 02:56:14.926648+00,t,f,"","",9780340933992
497,2012-07-18 16:40:01.511432+00,2012-07-18 16:40:03.206881+00,t,f,"","",9780340921357
498,2013-09-08 16:28:08.43488+00,2013-09-10 16:28:16.47727+00,t,f,"","",9780340899489
499,2012-08-31 02:22:24.096506+00,2012-09-28 03:26:28.259424+00,t,f,"","",9780340822784
500,2012-08-06 01:38:01.556123+00,2012-08-10 02:41:38.117447+00,t,f,"","",9780330534239
501,2011-09-13 01:17:11.698973+00,2011-09-13 03:50:01.860743+00,t,f,"","",9780330519021
502,2011-11-15 22:12:23.708502+00,2011-11-24 22:12:27.4395+00,t,f,"","",9780330514965
504,2011-09-07 03:44:03.806557+00,2011-09-07 03:44:11.455435+00,t,f,"","",9780321344755
505,2012-02-28 05:37:31.311118+00,2012-03-04 14:05:24.780076+00,t,f,"","",9780316212182
506,2012-03-23 16:35:33.954121+00,2012-03-23 16:35:34.678457+00,t,f,"","",9780316212182
507,2013-04-21 22:15:21.99883+00,2013-04-23 14:45:37.56504+00,t,f,"","",9780312968304
508,2013-04-02 19:32:36.65643+00,2013-04-14 00:30:01.85327+00,t,f,"","",9780312323226
509,2012-06-08 02:20:00.866301+00,2012-06-08 02:20:01.564698+00,t,f,"","",9780307463746
510,2013-03-21 16:47:55.12806+00,2013-03-23 16:48:00.55482+00,t,f,"","",9780307397461
512,2012-07-18 17:30:01.184415+00,2012-07-18 17:30:02.200897+00,t,f,"","",9780262640374
513,2013-09-06 12:20:51.28767+00,2013-09-08 16:26:49.89695+00,t,f,"","",9780241002889
515,2011-10-04 02:55:37.222436+00,2011-10-10 18:50:53.394166+00,t,f,"","",9780142429068
516,2011-12-25 19:20:03.222796+00,2012-01-16 05:18:40.811324+00,t,f,"","",9780141038872
517,2013-04-19 02:26:25.22391+00,2013-04-28 21:30:24.57446+00,t,f,"","",9780141024325
518,2013-05-12 14:17:58.71173+00,2013-05-12 14:18:04.12093+00,t,f,"","",9780099553465
520,2013-05-05 03:25:05.89723+00,2013-05-06 13:40:47.00288+00,t,f,"","",9780099534440
521,2011-12-30 05:25:11.39792+00,2012-01-07 00:19:36.709069+00,t,f,"","",9780099520276
522,2011-08-17 18:19:51.998303+00,2011-08-19 18:19:42.469034+00,t,f,"","",9780099516422
524,2013-06-08 01:10:39.78393+00,2013-06-08 01:10:44.78709+00,t,f,"","",9780062206282
525,2012-06-21 12:10:01.063666+00,2012-06-24 05:10:01.258771+00,t,f,"","",9780062049803
526,2013-07-10 03:06:40.61344+00,2013-07-12 18:40:00.82344+00,t,f,"","",9780061714313
527,2013-07-23 03:03:21.51848+00,2013-07-31 12:51:47.88131+00,t,f,"","",9780020427858
528,2012-10-18 02:47:15.211727+00,2012-10-18 02:47:35.74898+00,t,f,"","",9780007464272
529,2013-07-03 02:58:25.23467+00,2013-07-08 03:00:57.34948+00,t,f,"","",9780007460977
530,2013-05-13 01:48:24.00341+00,2013-05-26 02:45:58.90853+00,t,f,"","",9780007454761
531,2013-07-14 02:29:28.51347+00,2013-07-17 02:29:31.90022+00,t,f,"","",9780007446025
532,2013-03-09 04:16:40.11698+00,2013-03-09 06:15:56.62973+00,t,f,"","",9780007429257
533,2012-05-13 13:30:05.102732+00,2012-05-27 17:23:22.691624+00,t,f,"","",9780007427901
534,2013-02-06 05:09:11.161957+00,2013-02-10 00:40:00.750707+00,t,f,"","",9780007315093
535,2013-01-30 05:09:56.184189+00,2013-02-06 05:07:14.109162+00,t,f,"","",9780007230204
537,2012-09-25 02:09:31.105564+00,2012-10-02 23:19:46.226967+00,t,f,"","",9780007150939
538,2011-07-30 19:07:15.460908+00,2011-07-31 01:40:12.638059+00,t,f,"","",9780007148233
503,2012-04-22 19:55:02.759459+00,2013-02-23 18:21:41.63733+00,t,t,"","",9780330294911
511,2012-02-16 03:39:09.795316+00,2012-03-23 15:00:56.792444+00,t,t,"","",9780263887310
514,2012-07-24 23:05:07.519325+00,2012-12-05 04:34:31.842963+00,t,t,"","",9780151013777
519,2011-10-06 13:03:12.342891+00,2011-10-25 21:09:04.744649+00,t,t,"","",9780099547020
523,2012-08-31 02:21:42.591808+00,2013-05-23 22:15:26.87537+00,t,t,"","",9780099505693
536,2012-04-07 17:51:34.121883+00,2013-05-23 22:15:01.66569+00,t,t,"","",9780007182138
552,2013-11-30 08:31:18.879548+00,2013-12-02 08:31:18.879548+00,t,f,"","",9781442427655
